Title,Year,Summary,"Short Summary",Genres,"IMDB ID",Runtime,"YouTube Trailer",Rating,"Movie Poster",Director,Writers,Cast
"Alive Inside",2014,"The documentary follows social worker Dan Cohen, founder of the nonprofit organization Music & Memory, as he fights against a broken health-care system to demonstrate music's ability to combat memory loss and restore a deep sense of self to those suffering from it. Rossato-Bennett visits family members who have witnessed the miraculous effects of personalized music on their loved ones, and offers illuminating interviews with experts including renowned neurologist and best-selling author Oliver Sacks (Musicophilia: Tales of Music and the Brain) and musician Bobby McFerrin (""Don't Worry, Be Happy"").","Dan Cohen, founder of the nonprofit organization Music & Memory, fights against a broken healthcare system to demonstrate music's ability to combat memory loss and restore a deep sense of self to those suffering from it.",Action|Documentary|News,tt2593392,78,IaB5Egej0TQ,8.2,https://hydramovies.com/wp-content/uploads/2018/04/Alive-Inside-Movie-Poster.jpg,"Michael Rossato-Bennett","Michael Rossato-Bennett","Dan Cohen|Louise Dueno|Nell Hardie"
"Alice in Wonderland",2010,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called ""Underland,"" she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason--to conquer the horrific Jabberwocky and restore the rightful queen to her throne.","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",Action|Adventure|Family|Fantasy,tt1014759,108,9POCgSRVvf0,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Alice-in-Wonderland-Movie-Poster.jpg,"Tim Burton","Linda Woolverton","Helena Bonham Carter|Johnny Depp|Mia Wasikowska"
Ali,2001,"In 1964, a brash new pro boxer, fresh from his Olympic gold medal victory, explodes on to the scene, Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence with his unapologetic belief that he is the greatest boxer of all time. To his credit, he sets out to prove that with his highly agile and forceful style soon making him a formidable boxer who soon claims the heavyweight championship. His personal life is no less noteworthy with his allegiance to the Nation of Islam, his friendship with the controversial Malcolm X and his abandonment of his slave name in favor of Muhammad Ali stirring up controversy. Yet, at the top of his game, both Ali's personal and professional lives face the ultimate test with the military draft rules are changed, making him eligible for military induction during the Vietnam War. Despite the fact that he could easily agree to a sweetheart deal that would have meant an easy tour of ...","A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974.",Action|Biography|Drama|History|Sport,tt0248667,157,Nl2FSulKQq4,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Ali-Movie-Poster.jpg,"Michael Mann","Gregory Allen Howard","Jamie Foxx|Will Smith"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"For 12 year old Alexander Cooper, everyday is a bad day. And his family thinks he's being silly because they never have a bad day. On the day before his 12th birthday party, he learns that another boy is having a party of his own and everyone is going to it. And another kid punks him online. So at midnight of his birthday, he wishes that his whole family can have a bad day. And things for the whole family go bad, his mom's car is broken so they have to share a car, his sister has a cold and has to go on stage, his older brother, who's hoping to get his driver's license and to bring his girlfriend to the prom, has to deal with his girlfriend's snootiness and fails to get his license, his mom has a crisis at work which could cost her her job, and his dad who has a job interview has to bring his younger brother with him but because his pacifier is broken he can't stop crying. Alex feels responsible.","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.",Action|Comedy|Family,tt1698641,81,Z_dideF5qvk,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Alexander-and-the-Terrible-Horrible-No-Good-Very-Bad-Day-Movie-Poster.jpg,"Miguel Arteta","Rob Lieber","Jennifer Garner|Steve Carell"
"Alan Partridge",2013,"Radio DJ Alan Partridge is facing uncertain times with his radio station being taken over by a corporate conglomerate. He makes things worse when he talks down a colleague after a promise to talk him up. The colleague handles things badly and takes the radio station into his own hands, literally, by taking them all hostage. Envisioning all his action heroes in his head, Alan is going to save the day by becoming a go-between for the Scotland Yard. His method though will put himself and others in harm's way because Alan Partridge just can't keep his mouth shut.","When famous DJ Alan Partridge's radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege.",Action|Comedy|Crime,tt0469021,90,ctidPo0v42M,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Alan-Partridge-Movie-Poster.jpg,"Declan Lowney","Neil Gibbons","Colm Meaney|Steve Coogan"
"Ain't Them Bodies Saints",2013,"The tale of an outlaw who escapes from prison and sets out across the Texas hills to reunite with his wife and the daughter he has never met.","The tale of an outlaw who escapes from prison and sets out across the Texas hills to reunite with his wife and the daughter he has never met.",Action|Crime|Drama|Romance,tt2388637,96,ga0c0v-stK0,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Aint-Them-Bodies-Saints-Movie-Poster.jpg,"David Lowery","David Lowery","Ben Foster|Casey Affleck|Rooney Mara"
"A.I. Artificial Intelligence",2001,"In the not-so-far future the polar ice caps have melted and the resulting rise of the ocean waters has drowned all the coastal cities of the world. Withdrawn to the interior of the continents, the human race keeps advancing, reaching the point of creating realistic robots (called mechas) to serve them. One of the mecha-producing companies builds David, an artificial kid which is the first to have real feelings, especially a never-ending love for his ""mother"", Monica. Monica is the woman who adopted him as a substitute for her real son, who remains in cryo-stasis, stricken by an incurable disease. David is living happily with Monica and her husband, but when their real son returns home after a cure is discovered, his life changes dramatically.","A highly advanced robotic boy longs to become &quot;real&quot; so that he can regain the love of his human mother.",Action|Adventure|Drama|Sci-Fi,tt0212720,146,ECGnWoQgz6Q,7.1,https://hydramovies.com/wp-content/uploads/2018/04/A.I.-Artificial-Intelligence-Movie-Poster.jpg,"Steven Spielberg","Brian Aldiss","Haley Joel Osment|Jude Law"
Agora,2009,"Alexandria, 391 AD: Hypatia teaches astronomy, mathematics, and philosophy. Her student Orestes is in love with her, as is Davus, her personal slave. As the city's Christians, led by Ammonius and Cyril, gain political power, the institutions of learning may crumble along with the governance of slavery. Jump ahead 20 years: Orestes, the city's prefect, has an uneasy peace with the Christians, led by Cyril. A group from the newly empowered Christians has now taken to enforce their cultural hegemony zealously; first they see the Jews as their obstacle, then nonbelievers. Hypatia has no interest in faith; she's concerned about the movement of celestial bodies and ""the brotherhood of all"". Although her former slave doesn't see it that way.","A historical drama set in Roman Egypt, concerning a slave who turns to the rising tide of Christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor Hypatia of Alexandria.",Action|Adventure|Biography|Drama|History,tt1186830,127,uOXKF1mb9Hc,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Agora-Movie-Poster.jpg,"Alejandro Amenábar","Alejandro Amenábar","Max Minghella|Oscar Isaac|Rachel Weisz"
"African Cats",2011,"A nature documentary centered on two cat families and how they teach their cubs the ways of the wild.","A nature documentary centered on two cat families and how they teach their cubs the ways of the wild.",Action|Adventure|Documentary,tt1223236,0,NOGr1FzBrGI,7.6,https://hydramovies.com/wp-content/uploads/2018/04/African-Cats-Movie-Poster.jpg,"Keith Scholey","Keith Scholey","Patrick Stewart|Samuel L. Jackson"
Adventureland,2009,"In 1987, James Brennan's dreams of a summer European tour before studying at an Ivy League school in New York City are ruined after his parents have a severe career setback. As a result, James must get a summer job to cover his upcoming expenses at the decrepit local amusement park, Adventureland, where he falls in love with a witty co-worker, Emily Lewin. In that bizarrely shady workplace, the young carnies have unforgettable and painful learning experiences about life, love and trust while James discovers what he truly values.","In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",Action|Comedy|Drama|Romance,tt1091722,0,gfPE_MEKipM,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Adventureland-Movie-Poster.jpg,"Greg Mottola","Greg Mottola","Jesse Eisenberg|Kristen Stewart|Ryan Reynolds"
